date,orders,holiday,rainfall_mm,temperature_c,discount_percent,new_item
2018-02-13,251,,10,33.182577917522174,,
2018-02-14,234,,0,25.181586688341774,,
2018-02-15,234,,10,30.07636289556637,39,
2018-02-16,213,,0,22.143919133113652,18,
2018-02-17,228,,10,39.369705193386004,49,Yes
2018-02-18,220,,0,26.802038376731456,45,
2018-02-19,202,,5,28.043817424426837,,
2018-02-20,268,,20,36.27377179425271,,
2018-02-21,260,,10,25.066636128473952,20,Yes
2018-02-22,239,,20,36.33691171469308,47,
2018-02-23,239,,0,25.942644129310196,48,
2018-02-24,231,,0,31.358490919106295,,
2018-02-25,236,,0,25.136591799203508,,
2018-02-26,224,,0,21.21981777427633,,
2018-02-27,259,,0,30.07297175270308,,
2018-02-28,278,,10,31.199517004917663,6,
2018-03-01,275,,0,21.420571288368805,,
2018-03-02,220,,5,26.46470840545644,14,
2018-03-03,210,,20,34.003794807684535,,
2018-03-04,198,,20,31.00059475398305,,
2018-03-05,220,Festival,0,26.023924991079745,,
2018-03-06,284,,0,25.01237149182772,,
2018-03-07,301,,0,37.74122162567388,,
2018-03-08,257,,5,20.76533965098571,35,
2018-03-09,253,,0,27.704007127956988,49,
2018-03-10,224,,0,20.67651563153028,,
2018-03-11,210,,20,34.57407322422141,,
2018-03-12,254,,20,27.964381938958315,25,
2018-03-13,301,,10,28.890870423847176,,
2018-03-14,276,Festival,5,41.84446154813804,,Yes
2018-03-15,292,,0,25.032636621318034,,
2018-03-16,182,Festival,0,36.74287957029267,,
2018-03-17,235,,5,26.04634042795906,,
2018-03-18,226,,0,26.832437712075507,,
2018-03-19,242,,0,41.190876283102995,,
2018-03-20,274,,0,27.19454811369163,,
2018-03-21,238,,0,21.128142978523762,,
2018-03-22,257,,5,29.40959394063156,,
2018-03-23,243,,5,27.13631587416498,14,
2018-03-24,249,,0,29.8354792086693,14,
2018-03-25,215,,0,27.33201103336115,,Yes
2018-03-26,233,,5,39.07772308102382,,
2018-03-27,263,,10,30.78367919417968,,
2018-03-28,297,,10,22.62517686137091,39,Yes
2018-03-29,269,,0,28.622734010119274,39,
2018-03-30,226,,0,24.001850879164806,,
2018-03-31,231,,0,26.76143078748523,24,Yes
2018-04-01,228,,0,23.447796447165885,17,
2018-04-02,269,,0,38.535592616030115,,
2018-04-03,259,,5,24.54307692410889,49,
2018-04-04,272,,10,31.437821759970685,,
2018-04-05,255,,20,26.382602890616862,,
2018-04-06,207,,0,22.20793413713605,42,
2018-04-07,226,,20,28.988246514497533,,
2018-04-08,231,,10,30.003459185428532,,
2018-04-09,249,Festival,20,30.793132663772568,,
2018-04-10,268,,5,14.888904227295287,,
2018-04-11,250,,0,21.825771431654545,,
2018-04-12,253,Festival,5,32.78777359510942,,Yes
2018-04-13,229,,20,23.38196518695604,,
2018-04-14,203,,5,29.014720251550557,,
2018-04-15,221,,10,21.709876523856074,40,
2018-04-16,256,,0,31.6580055107922,48,
2018-04-17,309,,5,32.65634797997787,42,
2018-04-18,280,,10,31.659549530861835,,
2018-04-19,265,,0,33.16278406176799,46,
2018-04-20,232,,0,35.819500724497665,,
2018-04-21,179,,20,22.129629341955127,,
2018-04-22,222,,0,24.05664034424319,32,
2018-04-23,247,,0,32.48771785151897,,
2018-04-24,318,,10,33.65109885918741,,
2018-04-25,271,,0,24.62828523214037,22,
2018-04-26,264,,5,24.280569673372078,,
2018-04-27,231,Festival,0,24.73893255034747,,
2018-04-28,192,,0,19.974525179780272,,
2018-04-29,243,,10,21.64294408912962,10,Yes
2018-04-30,259,,0,21.763536774849232,,
2018-05-01,282,,0,26.529507630971832,,
2018-05-02,254,,20,29.354182579169773,,
2018-05-03,283,,0,30.16736415821186,39,
2018-05-04,201,,20,25.457188733621596,,
2018-05-05,224,,0,25.580064418595605,,
2018-05-06,261,,0,28.618307475756307,,
2018-05-07,221,,10,20.519927214252867,,
2018-05-08,252,,10,32.797202660415444,,
2018-05-09,271,,10,34.426926395071355,,
2018-05-10,242,,5,24.8720968115598,,
2018-05-11,194,,0,26.007819203256105,,
2018-05-12,210,,0,34.21656112422585,9,
2018-05-13,192,,20,27.3847420450505,,
2018-05-14,246,,10,30.941227229758148,,
2018-05-15,241,,10,27.53847303099613,33,
2018-05-16,296,,20,35.781536942401374,,
2018-05-17,232,,20,30.45039814125748,34,
2018-05-18,215,,0,30.73827885959596,,
2018-05-19,221,,10,30.831532693667935,,Yes
2018-05-20,185,,20,25.22443131836144,7,
2018-05-21,237,,5,25.683804315387324,,
2018-05-22,281,Festival,5,31.846228197799874,12,
2018-05-23,228,,10,28.632064147168087,,Yes
2018-05-24,247,,20,22.111944960941134,,
2018-05-25,222,,0,37.3655221231239,,
2018-05-26,215,,0,32.8903593364855,35,
2018-05-27,180,,0,28.188131619225096,34,
2018-05-28,201,,0,26.632495091000173,,Yes
2018-05-29,261,,10,28.993379287650413,,
2018-05-30,261,,0,30.587600495787136,21,
2018-05-31,243,,5,17.83499632164976,14,
2018-06-01,218,,20,38.56174854742877,11,
2018-06-02,181,,0,24.0505784541654,,
2018-06-03,204,,0,27.990471835056216,,
2018-06-04,228,,0,28.174334413895732,21,
2018-06-05,231,,0,37.98425109344426,,
2018-06-06,287,,0,27.559380794966525,13,
2018-06-07,242,,0,35.94253647176814,,
2018-06-08,182,,5,30.03363734730557,,
2018-06-09,202,,5,23.190575688970256,,
2018-06-10,175,,0,28.673537340514024,,Yes
2018-06-11,233,,0,27.407456391425438,,
2018-06-12,263,,0,22.579647575478855,,
2018-06-13,228,,10,29.78861384736121,,
2018-06-14,247,,20,28.11051374924928,,
2018-06-15,209,,20,30.782108527292703,28,
2018-06-16,200,,0,28.966763897991573,,
2018-06-17,226,,20,24.74448551492965,,
2018-06-18,206,,0,31.841669961451572,35,
2018-06-19,219,,5,24.878008598732105,15,
2018-06-20,221,,20,12.501647386083645,,
2018-06-21,205,,0,28.643264739771084,10,Yes
2018-06-22,193,Festival,10,25.229631363830052,,Yes
2018-06-23,184,,0,29.910652521983174,,
2018-06-24,188,,0,37.99435867969857,,
2018-06-25,222,Festival,0,38.13869846574029,,
2018-06-26,228,Festival,0,27.1743853888908,,Yes
2018-06-27,262,,5,23.86742414376972,,
2018-06-28,210,,5,30.92341640958961,42,
2018-06-29,243,,20,26.148872040668227,,
2018-06-30,184,,0,29.958882611734712,7,
2018-07-01,159,,0,24.69569618886573,38,
2018-07-02,178,,0,29.25346208011376,,
2018-07-03,231,Festival,0,23.94012923853262,28,
2018-07-04,222,,0,33.921267080157335,,
2018-07-05,224,,0,25.050111546236938,46,
2018-07-06,192,,0,31.305512678674845,15,
2018-07-07,164,,0,21.676163584072405,31,
2018-07-08,154,,10,31.905869283053455,28,
2018-07-09,163,,10,23.168079653659,,
2018-07-10,207,,5,29.305884034872545,,
2018-07-11,238,,20,33.116004866739935,,
2018-07-12,208,,0,27.000085507216102,,
2018-07-13,152,,5,22.854165446270336,38,
2018-07-14,163,,0,30.484062535679605,,
2018-07-15,172,,10,23.795093005067258,22,
2018-07-16,169,,0,25.978772004013855,,
2018-07-17,213,,0,29.327313297478636,,
2018-07-18,216,,20,34.803380180538525,,
2018-07-19,175,,0,28.132766768997342,,
2018-07-20,178,,0,28.11428754922562,,
2018-07-21,165,,20,31.687564468114257,,
2018-07-22,180,,0,28.251859483364985,,
2018-07-23,202,,20,31.17765099916449,12,
2018-07-24,177,,0,33.392667730314734,,
2018-07-25,190,,0,26.361314248660005,,
2018-07-26,202,,20,11.624946830432723,,Yes
2018-07-27,176,,0,23.91036453207267,32,
2018-07-28,159,,5,34.04341005417651,,
2018-07-29,230,,0,27.83117609301173,,Yes
2018-07-30,187,,0,26.304348645360506,,
2018-07-31,221,,0,33.83392496601604,21,
2018-08-01,223,,0,27.493375418850523,,
2018-08-02,200,,0,17.53733397125422,,
2018-08-03,154,,10,20.473489694958282,,
2018-08-04,158,,10,30.09324010408453,,
2018-08-05,133,,20,27.66554529202637,,
2018-08-06,166,,10,35.27328239414611,47,Yes
2018-08-07,184,,0,24.333656580979117,14,
2018-08-08,200,,20,26.452496189981026,,
2018-08-09,228,,0,23.5774846346999,,
2018-08-10,118,,5,25.397029111597735,29,
2018-08-11,152,,0,18.54048049373188,,
2018-08-12,111,,0,26.07157667974734,,
2018-08-13,157,Festival,0,27.74065568115049,,
2018-08-14,211,,20,27.318345787671582,24,
2018-08-15,195,,0,38.74776631866405,21,Yes
2018-08-16,156,Festival,0,37.1674228858849,,
2018-08-17,136,,0,24.245502645194573,,
2018-08-18,147,,0,17.78031652673702,,
2018-08-19,124,,0,27.503998235342216,,
2018-08-20,166,,0,29.8825506908531,,
2018-08-21,186,,10,23.697579633085823,,
2018-08-22,177,,0,23.945121830371384,,Yes
2018-08-23,216,,0,35.91277484656266,,
2018-08-24,159,,20,26.712242144273482,,
2018-08-25,89,,0,31.311250928478692,14,
2018-08-26,139,,5,23.348471510727776,,
2018-08-27,145,,0,27.715297706376035,41,
2018-08-28,198,,0,26.318308231827437,,
2018-08-29,171,,5,24.62313380598356,,
2018-08-30,168,,5,33.77650205760846,35,
2018-08-31,153,,10,21.05561495183493,,
2018-09-01,144,,5,29.500284127556448,,
2018-09-02,108,,20,26.224391722547505,,
2018-09-03,148,,0,30.07412241017937,18,
2018-09-04,169,,0,26.292116838908214,,
2018-09-05,171,,0,32.3359653095947,34,
2018-09-06,202,,0,23.30148700873924,40,
2018-09-07,149,,0,33.78776595837656,44,
2018-09-08,99,,20,27.85598652662789,19,
2018-09-09,148,,5,21.35748735492438,,
2018-09-10,195,,5,31.401077279514116,,
2018-09-11,196,,10,27.005751282411744,,
2018-09-12,151,,20,19.46081036930228,,
2018-09-13,155,,0,29.66234041879435,25,
2018-09-14,164,,0,33.0329785763885,,
2018-09-15,108,,10,34.410678701800656,24,
2018-09-16,137,,0,26.10824058700117,,Yes
2018-09-17,166,,5,28.726590276628688,,
2018-09-18,156,,10,28.252681713964556,28,
2018-09-19,179,,10,35.44901315785677,,
2018-09-20,99,,0,23.947557088133415,40,
2018-09-21,117,,5,25.67670273897729,,
2018-09-22,116,,5,23.82639845275097,12,Yes
2018-09-23,102,,20,20.754247384435565,,
2018-09-24,182,,10,29.23893590526041,23,
2018-09-25,145,,5,36.00649165888794,,Yes
2018-09-26,170,,10,27.007577707424694,,
2018-09-27,165,,20,23.590516892284327,,
2018-09-28,165,Festival,20,28.934298511160343,,
2018-09-29,92,,0,30.94559089386328,,
2018-09-30,149,,10,27.21818431281714,,
2018-10-01,150,,5,35.017676659770885,20,
2018-10-02,153,,5,23.93819052856239,21,
2018-10-03,188,,10,26.565151817438185,,
2018-10-04,167,,10,29.47993952421481,,Yes
2018-10-05,125,,10,29.964818763089134,,
2018-10-06,122,,0,28.236140461490805,24,Yes
2018-10-07,119,,5,21.607900388214258,,
2018-10-08,152,,20,39.69005702103165,10,
2018-10-09,187,,5,26.8201504247695,,
2018-10-10,211,,0,28.551337592923282,,
2018-10-11,139,,10,31.083805465864902,15,
2018-10-12,180,,0,24.817473186752352,,
2018-10-13,82,,10,28.28463210435388,9,
2018-10-14,124,,10,24.61404881173353,,
2018-10-15,163,,0,30.077753707371155,,
2018-10-16,180,,5,26.619886757222154,,
2018-10-17,168,,10,29.343592636523343,,
2018-10-18,161,,5,22.767313267571993,37,
2018-10-19,129,,0,23.85541782996897,,
2018-10-20,111,,20,21.17429661571599,,
2018-10-21,146,,5,24.447349603368963,,
2018-10-22,160,,0,15.132378781509301,13,
2018-10-23,163,,20,26.464498971560865,,Yes
2018-10-24,201,,0,25.32879864018537,,
2018-10-25,173,,10,28.754554818125346,,
2018-10-26,157,,20,28.223038622171448,,Yes
2018-10-27,138,,5,34.28539884240535,,
2018-10-28,115,Festival,20,40.97155092387055,,
2018-10-29,144,,10,33.687695065753175,,
2018-10-30,194,,0,25.73446205312456,38,
2018-10-31,198,,0,25.53304625145055,,
2018-11-01,169,,10,32.343315211778574,,
2018-11-02,146,,0,19.583276527135837,,
2018-11-03,154,,20,26.423985369182606,,
2018-11-04,123,,20,26.80923532478071,,
2018-11-05,169,,10,30.920657424094056,36,
2018-11-06,178,,5,31.0693317307039,,
2018-11-07,184,,20,24.277197298034853,,
2018-11-08,195,,5,25.92813669147408,,
2018-11-09,164,,5,30.225521274163533,,
2018-11-10,148,,5,24.005396720406175,,
2018-11-11,164,,0,34.03059217387141,39,
2018-11-12,163,,0,31.045876167201204,,
2018-11-13,200,,0,28.857547740974216,,
2018-11-14,186,,20,29.9547029914046,,
2018-11-15,183,,20,25.665546915296,,
2018-11-16,149,,5,24.868542889061906,35,
2018-11-17,138,,0,25.876388919306393,36,
2018-11-18,154,,5,30.499833461299247,,
2018-11-19,150,,0,29.005074903543267,,
2018-11-20,232,,5,25.88642770153645,,
2018-11-21,177,,0,31.747908716538277,,
2018-11-22,157,,0,27.13026788831923,,Yes
2018-11-23,179,,10,24.53344627205416,,
2018-11-24,156,,5,29.271707546492603,24,
2018-11-25,159,,20,22.93485244188581,,
2018-11-26,184,,0,19.563881250321494,,
2018-11-27,195,,10,27.97447712217368,14,
2018-11-28,184,,20,24.71293103144558,,
2018-11-29,188,,0,26.72922823665075,,
2018-11-30,148,,5,23.16633540927775,,
2018-12-01,165,Festival,10,34.04466069851285,47,
2018-12-02,149,Festival,5,24.69253628035931,,
2018-12-03,160,,0,25.84000310914595,35,
2018-12-04,194,,10,29.88941633791617,16,
2018-12-05,215,,0,21.116928508386586,,
2018-12-06,180,,0,20.74725113375648,,
2018-12-07,150,,0,29.904764178467065,,
2018-12-08,156,,5,25.77526184768915,,
2018-12-09,162,Festival,0,23.492524465529222,,
2018-12-10,172,,0,31.0168658647366,,
2018-12-11,197,Festival,20,23.940391704460033,,
2018-12-12,217,,0,26.627438502255377,,
2018-12-13,168,,0,23.519347660137434,,
2018-12-14,144,,10,29.51718593124912,,
2018-12-15,142,,10,34.66038096358387,8,
2018-12-16,159,,0,18.694800353339424,,Yes
2018-12-17,194,,10,28.56328844375323,,
2018-12-18,241,,0,32.28294220943175,,
2018-12-19,236,,0,25.892611263471135,,
2018-12-20,200,Festival,5,22.344788128520573,37,
2018-12-21,178,,0,30.10481763563702,,Yes
2018-12-22,142,,0,33.0082675168855,,
2018-12-23,169,,0,32.45261088822734,23,
2018-12-24,188,,5,29.829546689574137,,
2018-12-25,224,,0,28.48956868804321,,
2018-12-26,208,,20,23.504937223078493,,
2018-12-27,219,,10,32.32622475171971,,
2018-12-28,215,,0,32.04978406676254,,
2018-12-29,166,,0,22.309708406723665,,
2018-12-30,183,,0,29.822398639232457,,
2018-12-31,213,,10,31.264119377598927,,
2019-01-01,216,,5,32.41056886037753,,
2019-01-02,235,,0,27.625051904363897,,Yes
2019-01-03,215,,0,23.71216212926928,,
2019-01-04,192,Festival,5,25.489419100679775,,
2019-01-05,159,,0,22.963750707720195,,
2019-01-06,182,,0,27.74469667442509,,
2019-01-07,215,,0,26.765573017156548,,
2019-01-08,259,,5,38.72518210384354,40,
2019-01-09,256,,0,32.47338571219066,49,
2019-01-10,264,,5,32.84774033444548,8,
2019-01-11,181,,10,30.356762454138643,14,
2019-01-12,198,,0,26.16341176665741,,
2019-01-13,191,Festival,0,26.62305020590963,25,
2019-01-14,255,,0,27.080653500916895,,
2019-01-15,220,,5,28.94116636350567,43,
2019-01-16,226,,5,29.945849051117243,,Yes
2019-01-17,215,,0,28.00354313840261,,
2019-01-18,159,,0,26.547007613284332,35,
2019-01-19,176,,0,25.029421847560076,,
2019-01-20,178,,0,21.036756211083734,21,Yes
2019-01-21,220,,0,34.416895825233254,,
2019-01-22,248,,0,39.02764784132707,,
2019-01-23,286,,10,33.99668390464125,,
2019-01-24,252,,0,21.704671870346267,24,
2019-01-25,196,,5,31.93508284820446,,
2019-01-26,174,,0,33.11888150810408,,
2019-01-27,208,,0,25.98281150689321,,
2019-01-28,196,,0,30.444636198195145,,
2019-01-29,284,,0,25.718484837386903,,
2019-01-30,277,,20,35.6446449740687,,
2019-01-31,229,,0,29.82685461107657,14,
2019-02-01,178,,0,23.41422254314476,5,
2019-02-02,224,,0,31.34904049004669,,
2019-02-03,201,,5,33.293903367451236,18,
2019-02-04,253,,20,28.990658255679378,37,
2019-02-05,220,,20,30.397208458716342,6,
2019-02-06,246,,5,27.651232853856012,,
2019-02-07,243,,20,22.328597734268833,,Yes
2019-02-08,219,,5,27.24133120789746,,
2019-02-09,193,,0,30.61519816481779,35,
2019-02-10,221,,10,27.35986566008381,,Yes
2019-02-11,211,,0,32.00382713369795,,Yes
2019-02-12,254,,5,26.039092194012078,,
2019-02-13,266,,0,26.36704586274586,,
2019-02-14,258,,0,32.155599989969524,,Yes
2019-02-15,236,,10,29.109262584015223,,
2019-02-16,184,,0,25.941392094222042,17,
2019-02-17,182,,20,33.16902688004312,48,
2019-02-18,262,,0,24.55632141024736,34,
2019-02-19,268,,10,24.365255204913254,,
2019-02-20,252,,20,13.852755944679629,45,
2019-02-21,283,,10,25.230157257112765,,
2019-02-22,228,,20,34.54358339461141,46,Yes
2019-02-23,234,,0,17.638536569137806,,Yes
2019-02-24,218,,5,23.240399298853912,,
2019-02-25,282,,0,30.19534277945085,,
2019-02-26,300,,0,16.77566613053636,,Yes
2019-02-27,266,,0,25.44650693245118,8,
2019-02-28,274,Festival,0,33.70431607805373,,
2019-03-01,242,,0,38.21512900924495,48,
2019-03-02,241,,0,29.45123282833516,,
2019-03-03,201,,0,23.367664908794413,,
2019-03-04,257,,0,23.199356306758588,46,
2019-03-05,289,,5,28.72453984665452,36,
2019-03-06,239,,0,29.404816605825495,,
2019-03-07,234,,5,37.289643800291245,,
2019-03-08,191,,0,32.85402426268602,,
2019-03-09,211,,0,28.420532439442454,,
2019-03-10,237,,0,26.323963733702907,,
2019-03-11,276,,0,43.07355854651105,31,
2019-03-12,271,,0,31.132973999979477,,
2019-03-13,309,,5,24.656241432112274,16,
2019-03-14,232,,5,26.876885382042612,,
2019-03-15,200,,0,23.612726299984498,,
2019-03-16,217,,0,15.977252370748051,20,
2019-03-17,232,,0,29.563254956036612,,
2019-03-18,247,Festival,5,36.912271082786575,,
2019-03-19,230,,5,19.847213988763478,,
2019-03-20,276,,20,28.27631297939509,49,
2019-03-21,235,,0,24.465476104312014,33,
2019-03-22,249,,0,30.607512627849264,,
2019-03-23,227,,0,27.138349216377172,,
2019-03-24,207,,20,21.199726727911994,,
2019-03-25,239,,0,23.09448143025132,21,
2019-03-26,251,,10,23.848497340078964,,
2019-03-27,277,Festival,5,34.72159103993604,,Yes
2019-03-28,281,Festival,10,34.466296384650754,,
2019-03-29,217,,5,26.443260564436514,,
2019-03-30,230,,5,34.13901716725673,,
2019-03-31,215,,10,27.13408080301913,,
2019-04-01,234,,10,26.366686207749066,,
2019-04-02,271,Festival,0,28.285589202755876,,
2019-04-03,258,,20,29.424126393118183,,
2019-04-04,251,Festival,20,25.222776035674993,,
2019-04-05,212,,10,28.109328710911115,,
2019-04-06,259,,0,31.936612528232615,41,
2019-04-07,227,,20,28.647698196030234,43,
2019-04-08,235,,0,28.2139145106216,23,
2019-04-09,277,,0,30.470901071403976,28,Yes
2019-04-10,276,,5,31.333530304293046,18,
2019-04-11,257,Festival,20,27.686920906935388,,
2019-04-12,248,,20,25.629094714609256,,
2019-04-13,234,,5,28.946016517371177,,
2019-04-14,214,,10,20.030181350883502,38,
2019-04-15,237,,5,26.948390022480726,35,
2019-04-16,266,,20,15.642200458428697,,
2019-04-17,231,,20,19.6210410828175,,
2019-04-18,230,,10,18.869070752916446,,
2019-04-19,262,,5,33.23675871226526,,
2019-04-20,251,,0,28.069909079846624,,
2019-04-21,218,,0,21.689754883918326,,
2019-04-22,258,,10,30.45533021722678,,
2019-04-23,276,,5,32.94327239683259,,
2019-04-24,337,,5,30.54242778073687,,
2019-04-25,281,,0,27.05644935753707,,Yes
2019-04-26,229,,20,29.162433092096837,,
2019-04-27,196,,0,32.50748266571366,36,
2019-04-28,189,Festival,10,25.65377081168672,,
2019-04-29,248,,0,28.149334616289128,,
2019-04-30,252,,0,26.714034776967843,,
2019-05-01,244,,10,19.93292073673757,,
2019-05-02,243,,5,32.58284090322151,,
2019-05-03,208,,10,38.28635932497005,,
2019-05-04,246,,0,23.63102689379405,,Yes
2019-05-05,235,,20,32.8134011744315,24,
2019-05-06,241,,20,23.790031101191996,,
2019-05-07,293,,20,28.663939075385322,35,
2019-05-08,271,,5,35.540061368948884,42,Yes
2019-05-09,235,,0,25.397805073039446,,
2019-05-10,256,,10,27.926567928040633,7,
2019-05-11,220,,20,18.992485017459614,,
2019-05-12,193,Festival,10,24.678978280268844,49,
2019-05-13,233,,20,18.46863838999647,27,
2019-05-14,243,,5,30.145890599374994,,
2019-05-15,238,,0,32.158187794757886,,
2019-05-16,267,,0,26.89182556714598,,
2019-05-17,260,,20,29.42943483628396,,
2019-05-18,177,,5,26.371347723747764,,
2019-05-19,221,,0,31.702726829372182,,
2019-05-20,220,,10,28.647309675625994,,
2019-05-21,246,,10,18.0716832209822,,
2019-05-22,249,,0,32.6999040904641,,
2019-05-23,227,,5,26.052286027084232,42,
2019-05-24,218,,0,21.648102643957976,,
2019-05-25,184,,20,25.805330138279984,,
2019-05-26,211,,0,18.4896517572678,,Yes
2019-05-27,227,,0,21.750553443804783,,
2019-05-28,246,,10,28.714748050576944,,
2019-05-29,238,,0,29.13355843170283,,
2019-05-30,228,,0,29.53219417127584,,
2019-05-31,227,,5,28.01604933881749,39,
2019-06-01,205,,0,24.53567438263994,29,
2019-06-02,181,,20,27.727704302697173,,
2019-06-03,225,,20,25.813962765260573,,Yes
2019-06-04,261,Festival,20,19.87109200962408,36,
2019-06-05,217,,10,24.13792504494706,16,
2019-06-06,245,,0,32.447706155845125,,
2019-06-07,194,,5,35.94147076027472,,
2019-06-08,201,,0,31.25637522059344,,Yes
2019-06-09,180,,10,35.71848880496207,,Yes
2019-06-10,181,,0,28.42694305067479,21,
2019-06-11,208,,10,36.711880423512696,,
2019-06-12,246,,20,38.2724422016429,33,
2019-06-13,233,,0,19.33265250981906,5,
2019-06-14,183,,20,29.107466535664162,,
2019-06-15,197,,0,28.432150945437712,,
2019-06-16,156,,10,25.879480922079505,24,
2019-06-17,211,,10,30.459577690756934,45,
2019-06-18,210,,5,28.205625343209384,,
2019-06-19,226,,0,24.32275539803978,,
2019-06-20,223,,0,27.86697447481509,39,
2019-06-21,178,,0,34.02297289684195,,
2019-06-22,171,,5,28.91269048441338,25,
2019-06-23,203,,5,31.13477374128066,,
2019-06-24,194,,0,26.614734498604545,,
2019-06-25,245,,20,30.260320050758075,,
2019-06-26,211,,0,21.9539273475841,,
2019-06-27,227,,10,25.50139750290104,,
2019-06-28,218,,20,27.48665695717036,,
2019-06-29,123,,0,21.61832039686731,42,
2019-06-30,161,,0,23.84891640553864,42,
2019-07-01,211,Festival,5,29.565558842869457,,
2019-07-02,218,,20,28.649159581440163,43,
2019-07-03,235,,0,32.031827123288544,,Yes
2019-07-04,198,,0,24.99744490907418,,Yes
2019-07-05,185,,0,28.288011130026206,,
2019-07-06,163,,10,24.640662945580857,,
2019-07-07,195,,0,31.530642745546633,,Yes
2019-07-08,199,,0,33.95373058012623,,
2019-07-09,223,,0,30.416624136264012,30,
2019-07-10,213,Festival,10,33.30597138138291,,
2019-07-11,195,,5,28.16249931443931,6,
2019-07-12,169,,20,32.02796917497588,8,Yes
2019-07-13,168,,10,28.377088713062303,,
2019-07-14,157,,0,22.87535966707116,32,
2019-07-15,194,,0,29.233606943493033,29,
2019-07-16,252,,0,23.023516531047452,30,Yes
2019-07-17,233,,5,39.69564475784455,,
2019-07-18,192,,0,26.329559206123328,,
2019-07-19,196,,10,31.225189277244986,46,
2019-07-20,146,,0,27.937933902372027,,
2019-07-21,119,,5,21.83193287982047,34,
2019-07-22,162,,5,18.507384849677145,,
2019-07-23,167,,5,31.745069775370656,,Yes
2019-07-24,203,Festival,10,35.7467046338553,,
2019-07-25,193,Festival,5,24.325981463948207,,
2019-07-26,200,,0,19.71653740220205,,
2019-07-27,156,,5,26.374186337891874,37,
2019-07-28,150,,0,23.314414773806334,,
2019-07-29,193,,20,24.748421600689536,31,Yes
2019-07-30,155,Festival,0,31.051868498626426,,
2019-07-31,209,,20,27.74768476298581,38,
2019-08-01,203,,0,23.852462205589912,,
2019-08-02,131,,10,30.942503931305975,24,
2019-08-03,167,,0,31.334361725378955,30,
2019-08-04,156,,10,26.314712569776873,,
2019-08-05,163,,10,28.6895826045903,,
2019-08-06,207,,5,30.602509415384873,,
2019-08-07,245,,0,30.130515654916984,,
2019-08-08,186,,20,28.203070434827662,,Yes
2019-08-09,161,,5,35.16293059112648,46,
2019-08-10,130,,5,30.91340406507593,41,
2019-08-11,127,,10,25.746604917511338,12,
2019-08-12,183,,10,25.776654661505475,,Yes
2019-08-13,172,,20,25.209568249316632,41,
2019-08-14,196,,0,31.160604736139057,26,
2019-08-15,168,,0,24.88626219999047,10,
2019-08-16,161,,5,25.875504553985966,36,Yes
2019-08-17,141,,0,33.29011194057907,,
2019-08-18,160,,0,28.958159810336944,42,
2019-08-19,152,,0,33.99266313560594,,
2019-08-20,180,,0,31.99029936676171,,
2019-08-21,171,,0,22.116640854649685,,
2019-08-22,165,,10,27.489334708796495,17,
2019-08-23,155,,5,32.94974519984271,,
2019-08-24,146,,0,21.889119674244938,26,
2019-08-25,117,,5,30.098554101793383,,
2019-08-26,176,,0,27.80381763150628,26,Yes
2019-08-27,209,,0,19.226056289388065,,
2019-08-28,195,,5,28.59829652259467,,
2019-08-29,208,,20,23.812659919367334,,
2019-08-30,128,,0,22.16174108941787,,
2019-08-31,102,,0,28.045703379113164,,
2019-09-01,97,,0,18.345735303734966,,
2019-09-02,185,,0,24.628548537075588,25,
